2020-06-09-18-35-13	=============== Application Start ==============
2020-06-09-18-36-37	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-37	repicking object : 0
2020-06-09-18-36-37	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-37	repicking object : 0
2020-06-09-18-36-37	dxl wait finish
2020-06-09-18-36-37	dxl wait start
2020-06-09-18-36-37	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-37	repicking object : 0
2020-06-09-18-36-38	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-38	repicking object : 0
2020-06-09-18-36-38	dxl wait finish
2020-06-09-18-36-38	grip wait start
2020-06-09-18-36-38	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-38	repicking object : 0
2020-06-09-18-36-39	[offset] x:=15.701000,y:=-18.150000,z:=-271.000000
2020-06-09-18-36-39	repicking object : 0
2020-06-09-18-36-39	[offset] x:=18.870000,y:=-13.271000,z:=-1.000000
2020-06-09-18-36-39	repicking object : 0
2020-06-09-18-36-40	[offset] x:=17.867000,y:=-13.168000,z:=-0.000000
2020-06-09-18-36-40	repicking object : 0
2020-06-09-18-36-40	[offset] x:=17.551000,y:=-12.980000,z:=-359.000000
2020-06-09-18-36-40	repicking object : 0
2020-06-09-18-36-41	grip wait finish
2020-06-09-18-36-41	dxl wait start
2020-06-09-18-36-41	[offset] x:=17.615000,y:=-12.821000,z:=-359.000000
2020-06-09-18-36-41	repicking object : 0
2020-06-09-18-36-41	dxl wait finish
2020-06-09-18-36-41	dxl wait start
2020-06-09-18-36-41	[offset] x:=17.474000,y:=-13.522000,z:=-359.000000
2020-06-09-18-36-41	repicking object : 0
2020-06-09-18-36-42	[offset] x:=17.508000,y:=-13.333000,z:=-359.000000
2020-06-09-18-36-42	repicking object : 0
2020-06-09-18-36-42	[offset] x:=17.352000,y:=-13.038000,z:=-0.000000
2020-06-09-18-36-42	repicking object : 0
2020-06-09-18-36-42	[offset] x:=17.676000,y:=-12.980000,z:=-360.000000
2020-06-09-18-36-42	repicking object : 0
2020-06-09-18-36-42	dxl wait finish
2020-06-09-18-36-42	dxl wait start
2020-06-09-18-36-43	[offset] x:=17.462000,y:=-13.382000,z:=-360.000000
2020-06-09-18-36-43	repicking object : 0
2020-06-09-18-36-43	[offset] x:=17.482000,y:=-13.078000,z:=-360.000000
2020-06-09-18-36-43	repicking object : 0
2020-06-09-18-36-43	dxl wait finish
2020-06-09-18-36-43	grip wait start
2020-06-09-18-36-43	[offset] x:=17.614000,y:=-13.511000,z:=-359.000000
2020-06-09-18-36-43	repicking object : 0
2020-06-09-18-36-44	[offset] x:=19.231000,y:=-13.758000,z:=-1.000000
2020-06-09-18-36-44	repicking object : 0
2020-06-09-18-36-44	[offset] x:=17.671000,y:=-12.810000,z:=-359.000000
2020-06-09-18-36-44	repicking object : 0
2020-06-09-18-36-45	[offset] x:=17.645000,y:=-12.829000,z:=-359.000000
2020-06-09-18-36-45	repicking object : 0
2020-06-09-18-36-45	[offset] x:=18.252000,y:=-12.964000,z:=-360.000000
2020-06-09-18-36-45	repicking object : 0
2020-06-09-18-36-46	[offset] x:=16.175000,y:=-13.509000,z:=-1.000000
2020-06-09-18-36-46	repicking object : 0
2020-06-09-18-36-46	grip wait finish
2020-06-09-18-36-46	dxl wait start
2020-06-09-18-36-47	[offset] x:=11.434000,y:=-17.504000,z:=-272.000000
2020-06-09-18-36-47	repicking object : 0
2020-06-09-18-36-47	dxl wait finish
2020-06-09-18-36-47	dxl wait start
2020-06-09-18-36-47	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-47	repicking object : 0
2020-06-09-18-36-47	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-47	repicking object : 0
2020-06-09-18-36-48	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-48	repicking object : 0
2020-06-09-18-36-48	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-48	repicking object : 0
2020-06-09-18-36-48	dxl wait finish
2020-06-09-18-36-48	dxl wait start
2020-06-09-18-36-48	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-48	repicking object : 0
2020-06-09-18-36-49	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-49	repicking object : 0
2020-06-09-18-36-49	dxl wait finish
2020-06-09-18-36-49	grip wait start
2020-06-09-18-36-49	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-49	repicking object : 0
2020-06-09-18-36-49	[offset] x:=16.681000,y:=-13.712000,z:=-175.000000
2020-06-09-18-36-49	repicking object : 1
2020-06-09-18-36-50	[offset] x:=19.675000,y:=-27.148000,z:=-183.000000
2020-06-09-18-36-50	repicking object : 1
2020-06-09-18-36-51	[offset] x:=18.815000,y:=-27.454000,z:=-183.000000
2020-06-09-18-36-51	repicking object : 1
2020-06-09-18-36-51	[offset] x:=18.959000,y:=-27.417000,z:=-183.000000
2020-06-09-18-36-51	repicking object : 1
2020-06-09-18-36-52	grip wait finish
2020-06-09-18-36-52	dxl wait start
2020-06-09-18-36-52	[offset] x:=19.014000,y:=-27.439000,z:=-183.000000
2020-06-09-18-36-52	repicking object : 1
2020-06-09-18-36-52	[offset] x:=18.990000,y:=-27.461000,z:=-183.000000
2020-06-09-18-36-52	repicking object : 1
2020-06-09-18-36-53	dxl wait finish
2020-06-09-18-36-53	dxl wait start
2020-06-09-18-36-53	[offset] x:=19.013000,y:=-27.663000,z:=-183.000000
2020-06-09-18-36-53	repicking object : 1
2020-06-09-18-36-53	[offset] x:=18.926000,y:=-27.593000,z:=-183.000000
2020-06-09-18-36-53	repicking object : 1
2020-06-09-18-36-53	[offset] x:=19.139000,y:=-27.432000,z:=-183.000000
2020-06-09-18-36-53	repicking object : 1
2020-06-09-18-36-54	[offset] x:=19.164000,y:=-27.504000,z:=-183.000000
2020-06-09-18-36-54	repicking object : 1
2020-06-09-18-36-54	dxl wait finish
2020-06-09-18-36-54	dxl wait start
2020-06-09-18-36-54	[offset] x:=19.014000,y:=-27.615000,z:=-183.000000
2020-06-09-18-36-54	repicking object : 1
2020-06-09-18-36-54	[offset] x:=19.025000,y:=-27.662000,z:=-183.000000
2020-06-09-18-36-54	repicking object : 1
2020-06-09-18-36-54	dxl wait finish
2020-06-09-18-36-54	grip wait start
2020-06-09-18-36-55	[offset] x:=19.962000,y:=-27.146000,z:=-183.000000
2020-06-09-18-36-55	repicking object : 1
2020-06-09-18-36-55	[offset] x:=19.208000,y:=-27.416000,z:=-183.000000
2020-06-09-18-36-55	repicking object : 1
2020-06-09-18-36-56	[offset] x:=18.987000,y:=-27.429000,z:=-183.000000
2020-06-09-18-36-56	repicking object : 1
2020-06-09-18-36-56	[offset] x:=19.118000,y:=-27.350000,z:=-183.000000
2020-06-09-18-36-56	repicking object : 1
2020-06-09-18-36-57	[offset] x:=18.454000,y:=-27.832000,z:=-181.000000
2020-06-09-18-36-57	repicking object : 1
2020-06-09-18-36-57	grip wait finish
2020-06-09-18-36-57	dxl wait start
2020-06-09-18-36-58	[offset] x:=15.942000,y:=-29.565000,z:=-177.000000
2020-06-09-18-36-58	repicking object : 1
2020-06-09-18-36-58	dxl wait finish
2020-06-09-18-36-58	dxl wait start
2020-06-09-18-36-58	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-58	repicking object : 0
2020-06-09-18-36-58	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-58	repicking object : 0
2020-06-09-18-36-59	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-59	repicking object : 0
2020-06-09-18-36-59	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-59	repicking object : 0
2020-06-09-18-36-59	dxl wait finish
2020-06-09-18-36-59	dxl wait start
2020-06-09-18-36-59	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-59	repicking object : 0
2020-06-09-18-37-00	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-00	repicking object : 0
2020-06-09-18-37-00	dxl wait finish
2020-06-09-18-37-00	grip wait start
2020-06-09-18-37-00	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-00	repicking object : 0
2020-06-09-18-37-01	[offset] x:=15.075000,y:=-25.465000,z:=-359.000000
2020-06-09-18-37-01	repicking object : 0
2020-06-09-18-37-01	[offset] x:=19.575000,y:=-27.692000,z:=-2.000000
2020-06-09-18-37-01	repicking object : 0
2020-06-09-18-37-02	[offset] x:=18.652000,y:=-27.125000,z:=-2.000000
2020-06-09-18-37-02	repicking object : 0
2020-06-09-18-37-02	[offset] x:=17.409000,y:=-26.633000,z:=-359.000000
2020-06-09-18-37-02	repicking object : 0
2020-06-09-18-37-03	grip wait finish
2020-06-09-18-37-03	dxl wait start
2020-06-09-18-37-03	[offset] x:=17.599000,y:=-26.490000,z:=-0.000000
2020-06-09-18-37-03	repicking object : 0
2020-06-09-18-37-04	[offset] x:=17.654000,y:=-26.477000,z:=-360.000000
2020-06-09-18-37-04	repicking object : 0
2020-06-09-18-37-04	dxl wait finish
2020-06-09-18-37-04	dxl wait start
2020-06-09-18-37-04	[offset] x:=17.324000,y:=-26.959000,z:=-360.000000
2020-06-09-18-37-04	repicking object : 0
2020-06-09-18-37-04	[offset] x:=17.279000,y:=-26.612000,z:=-0.000000
2020-06-09-18-37-04	repicking object : 0
2020-06-09-18-37-04	[offset] x:=17.559000,y:=-26.989000,z:=-0.000000
2020-06-09-18-37-04	repicking object : 0
2020-06-09-18-37-05	[offset] x:=17.391000,y:=-27.136000,z:=-360.000000
2020-06-09-18-37-05	repicking object : 0
2020-06-09-18-37-05	dxl wait finish
2020-06-09-18-37-05	dxl wait start
2020-06-09-18-37-05	[offset] x:=17.350000,y:=-26.814000,z:=-0.000000
2020-06-09-18-37-05	repicking object : 0
2020-06-09-18-37-05	dxl wait finish
2020-06-09-18-37-05	grip wait start
2020-06-09-18-37-05	[offset] x:=17.450000,y:=-27.164000,z:=-360.000000
2020-06-09-18-37-05	repicking object : 0
2020-06-09-18-37-06	[offset] x:=19.817000,y:=-28.008000,z:=-2.000000
2020-06-09-18-37-06	repicking object : 0
2020-06-09-18-37-06	[offset] x:=17.429000,y:=-26.617000,z:=-359.000000
2020-06-09-18-37-06	repicking object : 0
2020-06-09-18-37-07	[offset] x:=17.437000,y:=-26.608000,z:=-359.000000
2020-06-09-18-37-07	repicking object : 0
2020-06-09-18-37-08	[offset] x:=17.741000,y:=-26.307000,z:=-359.000000
2020-06-09-18-37-08	repicking object : 0
2020-06-09-18-37-08	[offset] x:=17.789000,y:=-27.170000,z:=-2.000000
2020-06-09-18-37-08	repicking object : 0
2020-06-09-18-37-08	grip wait finish
2020-06-09-18-37-08	dxl wait start
2020-06-09-18-37-09	[offset] x:=10.992000,y:=-31.394000,z:=-272.000000
2020-06-09-18-37-09	repicking object : 0
2020-06-09-18-37-09	dxl wait finish
2020-06-09-18-37-09	dxl wait start
2020-06-09-18-37-09	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-09	repicking object : 0
2020-06-09-18-37-09	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-09	repicking object : 0
2020-06-09-18-37-10	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-10	repicking object : 0
2020-06-09-18-37-10	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-10	repicking object : 0
2020-06-09-18-37-10	dxl wait finish
2020-06-09-18-37-10	dxl wait start
2020-06-09-18-37-10	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-10	repicking object : 0
2020-06-09-18-37-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-11	repicking object : 0
2020-06-09-18-37-11	dxl wait finish
2020-06-09-18-37-11	grip wait start
2020-06-09-18-37-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-11	repicking object : 0
2020-06-09-18-37-12	[offset] x:=17.535000,y:=-24.028000,z:=-174.000000
2020-06-09-18-37-12	repicking object : 1
2020-06-09-18-37-12	[offset] x:=20.638000,y:=-39.099000,z:=-180.000000
2020-06-09-18-37-12	repicking object : 1
2020-06-09-18-37-13	[offset] x:=19.021000,y:=-38.771000,z:=-180.000000
2020-06-09-18-37-13	repicking object : 1
2020-06-09-18-37-13	[offset] x:=19.709000,y:=-39.180000,z:=-180.000000
2020-06-09-18-37-13	repicking object : 1
2020-06-09-18-37-14	[offset] x:=19.743000,y:=-39.177000,z:=-180.000000
2020-06-09-18-37-14	repicking object : 1
2020-06-09-18-37-14	grip wait finish
2020-06-09-18-37-14	dxl wait start
2020-06-09-18-37-14	[offset] x:=19.770000,y:=-39.146000,z:=-180.000000
2020-06-09-18-37-14	repicking object : 1
2020-06-09-18-37-15	dxl wait finish
2020-06-09-18-37-15	dxl wait start
2020-06-09-18-37-15	[offset] x:=19.558000,y:=-39.410000,z:=-181.000000
2020-06-09-18-37-15	repicking object : 1
2020-06-09-18-37-15	[offset] x:=19.692000,y:=-39.248000,z:=-181.000000
2020-06-09-18-37-15	repicking object : 1
2020-06-09-18-37-15	[offset] x:=19.660000,y:=-39.228000,z:=-181.000000
2020-06-09-18-37-15	repicking object : 1
2020-06-09-18-37-16	[offset] x:=19.780000,y:=-39.099000,z:=-180.000000
2020-06-09-18-37-16	repicking object : 1
2020-06-09-18-37-16	dxl wait finish
2020-06-09-18-37-16	dxl wait start
2020-06-09-18-37-16	[offset] x:=19.660000,y:=-39.268000,z:=-181.000000
2020-06-09-18-37-16	repicking object : 1
2020-06-09-18-37-16	[offset] x:=19.658000,y:=-39.268000,z:=-181.000000
2020-06-09-18-37-16	repicking object : 1
2020-06-09-18-37-16	dxl wait finish
2020-06-09-18-37-16	grip wait start
2020-06-09-18-37-17	[offset] x:=19.607000,y:=-39.534000,z:=-181.000000
2020-06-09-18-37-17	repicking object : 1
2020-06-09-18-37-17	[offset] x:=19.724000,y:=-39.143000,z:=-180.000000
2020-06-09-18-37-17	repicking object : 1
2020-06-09-18-37-18	[offset] x:=19.733000,y:=-39.099000,z:=-180.000000
2020-06-09-18-37-18	repicking object : 1
2020-06-09-18-37-18	[offset] x:=19.768000,y:=-39.140000,z:=-180.000000
2020-06-09-18-37-18	repicking object : 1
2020-06-09-18-37-19	[offset] x:=19.622000,y:=-39.219000,z:=-180.000000
2020-06-09-18-37-19	repicking object : 1
2020-06-09-18-37-20	grip wait finish
2020-06-09-18-37-20	dxl wait start
2020-06-09-18-37-20	[offset] x:=16.738000,y:=-42.445000,z:=-177.000000
2020-06-09-18-37-20	repicking object : 1
2020-06-09-18-37-20	[offset] x:=13.719000,y:=-35.369000,z:=-178.000000
2020-06-09-18-37-20	repicking object : 1
2020-06-09-18-37-20	dxl wait finish
2020-06-09-18-37-20	dxl wait start
2020-06-09-18-37-20	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-20	repicking object : 0
2020-06-09-18-37-21	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-21	repicking object : 0
2020-06-09-18-37-21	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-21	repicking object : 0
2020-06-09-18-37-21	dxl wait finish
2020-06-09-18-37-21	dxl wait start
2020-06-09-18-37-21	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-21	repicking object : 0
2020-06-09-18-37-22	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-22	repicking object : 0
2020-06-09-18-37-22	dxl wait finish
2020-06-09-18-37-22	grip wait start
2020-06-09-18-37-22	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-22	repicking object : 0
2020-06-09-18-37-23	[offset] x:=13.843000,y:=-35.738000,z:=-358.000000
2020-06-09-18-37-23	repicking object : 0
2020-06-09-18-37-23	[offset] x:=20.203000,y:=-38.663000,z:=-2.000000
2020-06-09-18-37-23	repicking object : 0
2020-06-09-18-37-24	[offset] x:=19.648000,y:=-38.075000,z:=-1.000000
2020-06-09-18-37-24	repicking object : 0
2020-06-09-18-37-24	[offset] x:=18.477000,y:=-37.377000,z:=-359.000000
2020-06-09-18-37-24	repicking object : 0
2020-06-09-18-37-25	[offset] x:=18.607000,y:=-37.410000,z:=-360.000000
2020-06-09-18-37-25	repicking object : 0
2020-06-09-18-37-25	grip wait finish
2020-06-09-18-37-25	dxl wait start
2020-06-09-18-37-25	[offset] x:=18.612000,y:=-37.386000,z:=-360.000000
2020-06-09-18-37-25	repicking object : 0
2020-06-09-18-37-26	dxl wait finish
2020-06-09-18-37-26	dxl wait start
2020-06-09-18-37-26	[offset] x:=18.348000,y:=-37.913000,z:=-360.000000
2020-06-09-18-37-26	repicking object : 0
2020-06-09-18-37-26	[offset] x:=18.232000,y:=-37.487000,z:=-0.000000
2020-06-09-18-37-26	repicking object : 0
2020-06-09-18-37-26	[offset] x:=18.388000,y:=-37.939000,z:=-360.000000
2020-06-09-18-37-26	repicking object : 0
2020-06-09-18-37-27	[offset] x:=18.592000,y:=-37.801000,z:=-0.000000
2020-06-09-18-37-27	repicking object : 0
2020-06-09-18-37-27	dxl wait finish
2020-06-09-18-37-27	dxl wait start
2020-06-09-18-37-27	[offset] x:=18.055000,y:=-37.635000,z:=-360.000000
2020-06-09-18-37-27	repicking object : 0
2020-06-09-18-37-27	[offset] x:=18.276000,y:=-37.678000,z:=-360.000000
2020-06-09-18-37-27	repicking object : 0
2020-06-09-18-37-27	dxl wait finish
2020-06-09-18-37-27	grip wait start
2020-06-09-18-37-28	[offset] x:=18.196000,y:=-37.826000,z:=-0.000000
2020-06-09-18-37-28	repicking object : 0
2020-06-09-18-37-28	[offset] x:=18.596000,y:=-37.526000,z:=-0.000000
2020-06-09-18-37-28	repicking object : 0
2020-06-09-18-37-29	[offset] x:=18.407000,y:=-37.399000,z:=-0.000000
2020-06-09-18-37-29	repicking object : 0
2020-06-09-18-37-29	[offset] x:=18.512000,y:=-37.461000,z:=-0.000000
2020-06-09-18-37-29	repicking object : 0
2020-06-09-18-37-30	[offset] x:=18.440000,y:=-37.422000,z:=-360.000000
2020-06-09-18-37-30	repicking object : 0
2020-06-09-18-37-31	[offset] x:=16.754000,y:=-37.890000,z:=-2.000000
2020-06-09-18-37-31	repicking object : 0
2020-06-09-18-37-31	grip wait finish
2020-06-09-18-37-31	dxl wait start
2020-06-09-18-37-31	dxl wait finish
2020-06-09-18-37-31	dxl wait start
2020-06-09-18-37-31	[offset] x:=14.628000,y:=-38.345000,z:=-3.000000
2020-06-09-18-37-31	repicking object : 0
2020-06-09-18-37-32	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-32	repicking object : 0
2020-06-09-18-37-32	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-32	repicking object : 0
2020-06-09-18-37-32	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-32	repicking object : 0
2020-06-09-18-37-32	dxl wait finish
2020-06-09-18-37-32	dxl wait start
2020-06-09-18-37-32	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-32	repicking object : 0
2020-06-09-18-37-33	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-33	repicking object : 0
2020-06-09-18-37-33	dxl wait finish
2020-06-09-18-37-33	grip wait start
2020-06-09-18-37-33	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-37-33	repicking object : 0
2020-06-09-18-37-34	[offset] x:=18.725000,y:=-34.132000,z:=-175.000000
2020-06-09-18-37-34	repicking object : 1
2020-06-09-18-37-34	[offset] x:=21.753000,y:=-63.959000,z:=-176.000000
2020-06-09-18-37-34	repicking object : 1
2020-06-09-18-37-35	[offset] x:=21.614000,y:=-64.050000,z:=-176.000000
2020-06-09-18-37-35	repicking object : 1
2020-06-09-18-37-35	[offset] x:=22.035000,y:=-64.335000,z:=-175.000000
2020-06-09-18-37-35	repicking object : 1
2020-06-09-18-37-36	[offset] x:=22.017000,y:=-64.319000,z:=-175.000000
2020-06-09-18-37-36	repicking object : 1
2020-06-09-18-37-36	grip wait finish
2020-06-09-18-37-36	dxl wait start
2020-06-09-18-37-36	[offset] x:=22.024000,y:=-64.366000,z:=-176.000000
2020-06-09-18-37-36	repicking object : 1
2020-06-09-18-37-37	dxl wait finish
2020-06-09-18-37-37	dxl wait start
2020-06-09-18-37-37	[offset] x:=21.467000,y:=-64.099000,z:=-176.000000
2020-06-09-18-37-37	repicking object : 1
2020-06-09-18-37-37	[offset] x:=21.404000,y:=-64.041000,z:=-176.000000
2020-06-09-18-37-37	repicking object : 1
2020-06-09-18-37-38	[offset] x:=21.966000,y:=-64.017000,z:=-176.000000
2020-06-09-18-37-38	repicking object : 1
